Manufacturer,Permit Number,VIN NUMBER,Annual Total of Disengagements,DEC 2022,JAN 2023,FEB 2023,MAR 2023,APR 2023,MAY 2023,JUN 2023,JULY 2023,AUG 2023,SEP 2023,OCT 2023,NOV 2023,ANNUAL TOTAL,,,,,
Apollo Autonomous Driving USA LLC,AVDT006,3LN6L5LU2HR615153,0,219.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.4,65.2,475.5,,,,,
Apollo Autonomous Driving USA LLC,AVDT006,2C4RC1N77LR190366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,
Apollo Autonomous Driving USA LLC,AVDT006,2C4RC1N71LR252232,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,
Apollo Autonomous Driving USA LLC,AVDT006,3LN6L2LU4GR629715,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.1,0.0,102.1,,,,,
CRUISE LLC,AVDT005,5G21A6P00L4100085,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVDT005,5G21A6P00N4121599,0,777.20,"1,030.05",334.86,703.31,"1,236.57","1,685.84","1,901.37","1,852.81","2,153.91",348.71,297.25,0.00,"12,321.88",,,,,
CRUISE LLC,AVDT005,5G21A6P00N4121604,0,889.43,889.35,306.14,"1,119.39","1,411.44","1,604.58","2,126.70","2,496.92","1,241.86",825.95,117.15,0.00,"13,028.91",,,,,
CRUISE LLC,AVDT005,5G21A6P00N4121635,0,"1,052.14","1,090.71",517.21,"1,092.37",198.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,951.00",,,,,
CRUISE LLC,AVDT005,5G21A6P00N4121649,0,"1,071.09",901.69,297.91,"1,197.65","1,361.59",658.47,868.99,"1,919.02","2,709.40",443.73,0.00,0.00,"11,429.54",,,,,
CRUISE LLC,AVDT005,5G21A6P00N4121652,0,898.01,860.46,620.37,805.66,"1,206.03","1,889.13","1,351.03","2,039.02","2,233.24",135.21,414.83,0.00,"12,452.99",,,,,
CRUISE LLC,AVDT005,5G21A6P00N4121666,0,"1,123.19",303.97,315.25,214.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,957.21",,,,,
CRUISE LLC,AVDT005,5G21A6P00N4121697,0,"1,068.15",946.69,578.11,"1,033.85","1,550.15","1,034.98","1,749.04","1,763.53","2,388.87",0.00,235.84,0.00,"12,349.21",,,,,
CRUISE LLC,AVDT005,5G21A6P00N4122106,0,754.22,839.37,510.41,716.97,"1,482.09",894.31,"1,316.38","1,733.44","1,816.73",557.98,484.63,0.00,"11,106.53",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4100061,0,"1,115.16","1,077.10",528.78,853.07,"1,267.62","1,645.89","1,932.50","1,572.96","1,975.82",88.75,153.41,0.00,"12,211.06",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4100075,0,277.37,"1,071.78",446.80,825.33,"1,960.29","1,306.20","1,593.24","2,691.37","2,241.90",214.60,0.00,0.00,"12,628.88",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4100092,0,957.65,859.38,171.73,871.69,"1,506.72","1,699.50","1,367.17","2,573.27","1,969.38",240.36,146.47,0.00,"12,363.32",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4100111,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4100593,0,0.00,0.00,0.00,0.00,0.00,"1,332.77","2,104.86","1,734.51","1,345.54",403.43,284.75,0.00,"7,205.86",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4104675,0,0.00,134.35,416.23,918.93,615.98,174.82,336.24,0.00,0.00,0.00,0.00,0.00,"2,596.55",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4105356,0,0.00,518.79,448.00,"1,243.12",355.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,565.03",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4106894,0,817.60,681.02,195.15,376.31,"1,374.30",458.93,0.00,0.00,0.00,0.00,0.00,0.00,"3,903.31",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4108449,0,0.00,0.00,324.41,"1,228.56","1,764.35","1,831.86",242.21,0.00,0.00,0.00,0.00,0.00,"5,391.39",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4109679,0,0.00,0.00,112.80,"1,266.62","1,619.52","1,607.92",531.37,"1,659.05","2,191.52",95.49,0.00,0.00,"9,084.29",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4109682,0,0.00,0.00,172.67,"1,102.97","1,775.98","1,516.44","1,431.02",0.00,0.00,0.00,0.00,0.00,"5,999.08",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4110699,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.10,21.13,347.49,0.00,708.72,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4110945,0,0.00,675.24,599.65,820.21,"1,519.08","1,000.51",0.00,0.00,0.00,0.00,0.00,0.00,"4,614.69",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4115689,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,628.15,339.09,238.43,0.00,"1,205.67",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4116289,0,0.00,0.00,0.00,0.00,304.79,549.43,0.00,0.00,0.00,0.00,0.00,0.00,854.22,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4117409,0,0.00,0.00,235.76,997.13,"1,025.05","1,437.24",0.00,0.00,0.00,0.00,0.00,0.00,"3,695.18",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4117863,0,0.00,0.00,283.09,952.51,"1,454.00","1,317.59",0.00,0.00,0.00,0.00,0.00,0.00,"4,007.19",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4122593,0,0.00,0.00,0.00,0.00,0.00,229.22,54.97,873.63,"2,313.78",274.46,62.70,0.00,"3,808.76",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4122867,0,0.00,0.00,0.00,0.00,0.00,"1,028.27","1,640.61",569.74,0.00,0.00,0.00,0.00,"3,238.62",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4123193,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.77,0.00,0.00,170.77,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4125459,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4127180,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,249.87,102.81,270.76,0.00,623.44,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4130239,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,942.81,657.13,431.72,0.00,"2,031.66",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4133304,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,306.77,526.45,6.99,0.00,840.21,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4145405,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,865.95,234.90,0.00,0.00,"1,100.85",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4145730,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,358.83,143.90,61.09,0.00,563.82,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4147106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,616.31,603.50,28.50,0.00,"1,248.31",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4147395,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.67,575.63,67.17,0.00,696.47,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4148868,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,406.10,986.04,248.91,0.00,"1,641.05",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4148871,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.54,0.00,0.00,53.54,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4150524,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.92,"1,016.68",327.24,0.00,"1,599.84",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4150779,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.91,430.37,119.44,0.00,621.72,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4150782,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.18,211.78,0.00,426.96,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4151043,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,455.84,0.00,455.84,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4154167,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,661.38,403.11,0.00,0.00,"1,064.49",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4154377,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.95,0.00,705.97,0.00,999.92,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4154587,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.94,416.98,751.82,0.00,"1,226.74",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4156176,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.71,0.00,55.71,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4156419,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.22,965.52,164.65,0.00,"1,216.39",,,,,
CRUISE LLC,AVDT005,5G21A6P00P4157599,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.85,165.46,0.00,0.00,255.31,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4157845,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.99,435.19,80.74,0.00,823.92,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4159157,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.63,0.00,0.00,48.63,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4159398,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.31,0.00,0.00,58.31,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4159403,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.27,0.00,0.00,54.27,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4161085,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.63,0.00,14.63,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4161362,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.45,0.00,58.45,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4163063,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,588.49,0.00,588.49,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4165508,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4165511,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.58,362.53,0.00,456.11,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4165735,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,619.31,0.00,619.31,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4166027,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.02,0.00,53.02,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4167758,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.73,0.00,78.73,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4169056,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.35,8.84,0.00,50.19,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4169171,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.80,0.00,56.80,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4169297,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,54.00,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4175567,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVDT005,5G21A6P00P4177223,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.55,0.00,194.55,,,,,
CRUISE LLC,AVDT005,5G21A6P01L4100046,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.55,0.00,0.00,0.00,0.00,3.55,,,,,
CRUISE LLC,AVDT005,5G21A6P01N4121627,0,"1,132.87",833.97,178.76,142.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,288.36",,,,,
CRUISE LLC,AVDT005,5G21A6P01N4121630,0,971.95,"1,146.14",103.89,572.54,"1,523.47","1,297.97","1,372.99","1,945.69","1,795.02",687.48,139.14,0.00,"11,556.28",,,,,
CRUISE LLC,AVDT005,5G21A6P01N4121644,0,252.79,0.00,606.75,297.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,157.03",,,,,
CRUISE LLC,AVDT005,5G21A6P01N4121658,0,861.86,151.34,505.68,756.84,"1,487.25","1,520.06",973.88,"1,915.08","2,009.90",780.02,0.00,0.00,"10,961.91",,,,,
CRUISE LLC,AVDT005,5G21A6P01N4121661,0,822.73,963.12,187.61,745.82,"1,592.52","1,703.63","1,720.90","1,828.27","2,061.05",6.47,53.30,0.00,"11,685.42",,,,,
CRUISE LLC,AVDT005,5G21A6P01N4121675,0,"1,116.15",870.17,388.64,814.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,189.30",,,,,
CRUISE LLC,AVDT005,5G21A6P01N4121689,0,929.74,227.62,532.83,509.84,"1,172.14","1,512.00","1,112.56","1,364.61",757.05,351.71,43.13,0.00,"8,513.23",,,,,
CRUISE LLC,AVDT005,5G21A6P01N4121692,0,"1,465.56",964.23,568.20,577.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,575.02",,,,,
CRUISE LLC,AVDT005,5G21A6P01N4122101,0,198.83,428.25,514.15,597.18,"1,114.86","1,869.44","1,819.69","1,449.17","2,302.01",702.50,85.58,0.00,"11,081.66",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4100084,0,291.19,794.78,231.39,948.15,"1,674.55",966.33,614.12,245.29,"2,100.23",0.00,372.25,0.00,"8,238.28",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4100098,0,41.38,590.57,0.00,0.00,404.50,"1,816.22","1,908.99","2,264.01","2,650.79","1,298.49",50.57,0.00,"11,025.52",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4100117,0,664.01,0.00,0.00,997.38,820.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,482.38",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4102126,0,702.45,"1,122.90",426.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,252.11",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4103504,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4106113,0,961.04,682.73,259.85,233.41,"1,006.56",363.38,0.00,0.00,0.00,0.00,0.00,0.00,"3,506.97",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4107939,0,0.00,225.27,620.54,"1,266.81","1,075.23",710.42,0.00,0.00,0.00,0.00,0.00,0.00,"3,898.27",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4107942,0,0.00,0.00,0.00,0.00,0.00,247.95,66.82,"1,242.91","2,246.65",214.71,0.00,0.00,"4,019.04",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4110940,0,0.00,372.70,224.54,"1,005.06","1,662.72","1,019.90","1,601.76",0.00,0.00,0.00,0.00,0.00,"5,886.68",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4112493,0,0.00,0.00,199.00,"1,117.25",944.15,0.00,244.69,0.00,0.00,0.00,0.00,0.00,"2,505.09",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4114244,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.91,257.36,533.25,0.00,807.52,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4114535,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,741.11,466.21,0.00,"1,207.32",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4115684,0,0.00,0.00,0.00,0.00,0.00,"1,485.23","1,841.53","1,882.00","2,228.07",358.41,214.63,0.00,"8,009.87",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4115975,0,0.00,26.47,452.26,314.40,"1,465.80",891.45,0.00,0.00,0.00,0.00,0.00,0.00,"3,150.38",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4117046,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,369.49,243.83,202.41,0.00,815.73,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4119914,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,025.84",341.50,500.75,0.00,"1,868.09",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4120349,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.38,720.27,455.58,0.00,"1,606.23",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4120352,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,640.63,0.00,640.63,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4124305,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.92,571.31,95.32,0.00,815.55,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4125163,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,438.38,616.11,123.58,0.00,"1,178.07",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4125714,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.36,64.15,0.00,0.00,88.51,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4126927,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,637.67,"1,245.86",53.40,0.00,"1,936.93",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4126930,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,885.27,20.99,324.27,0.00,"1,230.53",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4127396,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,867.61,0.00,127.09,0.00,994.70,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4127401,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,496.82,582.79,36.79,0.00,"1,116.40",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4128614,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,963.18,0.00,389.39,0.00,"1,352.57",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4128922,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289.22,587.34,183.50,0.00,"1,060.06",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4130234,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,628.07,516.55,328.79,0.00,"1,473.41",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4133022,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448.65,471.07,0.00,919.72,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4134526,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,181.74,597.67,58.65,0.00,838.06,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4137846,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,444.01,463.72,1.66,0.00,909.39,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4139287,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,283.95,0.00,0.00,0.00,283.95,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4139290,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,043.18",427.31,196.01,0.00,"1,666.50",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4139614,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,249.80,0.00,249.80,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4139905,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,654.63,291.43,551.41,0.00,"1,497.47",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4140939,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,602.94,0.00,185.74,0.00,788.68,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4140942,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,372.03,159.13,101.96,0.00,633.12,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4141167,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,783.92,279.72,552.27,0.00,"1,615.91",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4141170,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.06,428.46,"1,145.61",0.00,"2,074.13",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4142416,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.56,281.98,0.00,0.00,304.54,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4142657,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272.45,35.33,175.26,0.00,483.04,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4142660,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261.10,0.00,710.38,0.00,971.48,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4143579,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,910.66,"1,672.98",98.53,0.00,"2,682.17",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4143582,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,822.93,113.07,299.71,0.00,"1,235.71",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4144036,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,946.65,896.93,15.68,0.00,"1,859.26",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4144246,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.03,0.00,0.00,0.00,390.03,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4145123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,155.14",50.10,795.54,0.00,"2,000.78",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4147101,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,428.70,640.57,50.11,0.00,"1,119.38",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4147390,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.27,0.00,0.00,79.27,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4148605,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.06,188.16,0.00,283.22,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4149138,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,306.08,540.57,0.00,846.65,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4149141,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.51,0.00,0.00,65.51,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4154372,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,010.60",200.02,38.62,0.00,"1,249.24",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4154582,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.18,0.00,54.18,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4155909,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,673.96,432.92,"1,019.16",0.00,"2,126.04",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4156414,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.01,0.00,12.01,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4157367,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,304.25,411.46,731.59,0.00,"1,447.30",,,,,
CRUISE LLC,AVDT005,5G21A6P01P4157370,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.85,0.00,87.85,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4157594,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.51,0.00,0.00,31.51,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4162648,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.65,0.00,53.65,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4162651,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.94,0.00,55.94,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4162858,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.66,0.00,89.66,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4162861,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.90,0.00,60.90,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4163928,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.01,0.00,45.01,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4163931,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.75,43.07,0.00,70.82,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4167350,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.77,0.00,50.77,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4167560,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.93,0.00,50.93,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4169177,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,685.85,0.00,685.85,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4171169,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,0.00,265.00,,,,,
CRUISE LLC,AVDT005,5G21A6P01P4176744,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.01,0.00,79.01,,,,,
CRUISE LLC,AVDT005,5G21A6P02N4121636,0,996.91,704.69,243.77,"1,071.33",143.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,159.87",,,,,
CRUISE LLC,AVDT005,5G21A6P02N4121653,0,953.69,907.94,633.52,437.58,546.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,479.60",,,,,
CRUISE LLC,AVDT005,5G21A6P02N4121667,0,49.83,199.95,640.60,988.31,"1,715.31",782.79,"1,924.61","1,893.57","1,903.52",526.20,85.42,0.00,"10,710.11",,,,,
